"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Vibrio anguillarum",13.8256197534749,-1.04237134909568,2.5569906708065,-0.407655515132132,0.683526600930429,0.787733498746696
"Pyruvatibacter mobilis",62.0002585664501,0.651806710016847,1.65633637694268,0.393523150907289,0.693933128459935,0.796292463840746
"Eremothecium gossypii",558.024134713653,-0.687832435949997,1.75144462103991,-0.392722914380017,0.694524144470964,0.796292463840746
"Mycosarcoma maydis",151.546306673476,-0.491980899484197,1.27338710340474,-0.386356119179122,0.699232943686399,0.799635622779831
"Paraburkholderia phenoliruptrix",7.20969483671429,1.12368743836361,2.93350244598992,0.383053179280515,0.701680334239876,0.800382171537046
"Kwoniella europaea",19.656157517551,-0.953701810886714,2.57109583947201,-0.37093203459991,0.710688154380643,0.808589073606548
"Thalassobacter stenotrophicus",25.00257961104,-1.06315396980793,2.89607867712456,-0.367101204192252,0.713543529094462,0.809772045740789
"Spiribacter salinus",60.5017546700184,-0.583391463783586,1.67678339308263,-0.347922973349032,0.72789803164745,0.822608663385496
"Toxoplasma gondii",888.22170368069,-0.463737516460134,1.33617449755109,-0.347063588857638,0.728543547168768,0.822608663385496
"Kwoniella dejecticola",34.4139048544591,-0.883526943861005,2.58536629486344,-0.341741495437757,0.732545441282842,0.823451004723539
"Candidatus Kurthia intestinigallinarum",5.74814927926674,-1.01932709105111,2.98781590356733,-0.341161277652374,0.73298217236602,0.823451004723539
"Actinomyces israelii",12.6339739640077,-0.988930843539917,2.94913153168891,-0.335329514100572,0.73737653222819,0.826306365260736
"Imbroritus primus",737.246319486012,0.513935297716262,1.59754511381652,0.32170315146123,0.747677590152697,0.835749887739606
"Hymenobacter aerilatus",10.5282257262482,-0.949100774343218,2.9785831997818,-0.318641686561834,0.749998238564839,0.836248035999796
"Mycobacterium xenopi",18.1561975908868,0.910926649094002,2.91416805256632,0.312585490151059,0.754595603277659,0.839275907884877
"Neospora caninum",33.0797546281632,-0.877959917333623,2.90840666258508,-0.301869724281702,0.762751376243842,0.846236601504362
"Thalassiosira pseudonana",41.9378465565315,0.489111710226427,1.77132004003955,0.276128367076741,0.782449473567216,0.865936638240641
"Thiomicrorhabdus indica",2.98126018687118,-0.822186125580646,3.02456055630563,-0.271836556178896,0.785747695474963,0.867434337083747
"Dictyostelium discoideum",11.7906811583299,-0.675729759763357,2.55855878405951,-0.264105622264116,0.791698531724173,0.86785986776447
"Phenylobacterium zucineum",9.71881328850506,-0.766764855217688,2.93689588976693,-0.261080025985714,0.794030794594998,0.86785986776447
"Rhizophagus irregularis",27.0480744952868,-0.517357916568061,1.9896743674177,-0.260021401009209,0.794847265615736,0.86785986776447
"Sporisorium graminicola",577.441869798402,-0.340494689469246,1.31151252636122,-0.259619853127857,0.795157020734057,0.86785986776447
"Marasmius oreades",60.3632073478423,0.479480231924725,1.85730064081854,0.258159729979639,0.796283635532238,0.86785986776447
"Streptomyces nigra",6.87285685495676,0.762898308439969,3.00531767438821,0.253849473199292,0.799611850871332,0.86785986776447
"Propioniciclava coleopterorum",11.2130912420849,0.760582239613363,2.99837123762081,0.253665133279787,0.799754272760532,0.86785986776447
"Metarhizium brunneum",19.1756292566478,-0.64726514182787,2.66010443694401,-0.243323206727727,0.807755028157532,0.874414423685095
"Kwoniella shandongensis",30.579278910498,0.668783049555902,2.79846059752341,0.238982478491126,0.81111916927881,0.875358908292828
"Syntrophotalea acetylenica",76.0330790291506,0.508122315339333,2.14314459893268,0.23709194218271,0.812585463382835,0.875358908292828
"Staphylococcus aureus",4605.32706185454,-0.286418689395042,1.22085666953538,-0.234604680911514,0.814515576102071,0.875358908292828
"Talaromyces rugulosus",20.1487735211818,-0.680261008526254,2.94033646467344,-0.231354818300295,0.817039162771882,0.875960256241008
"Achromobacter denitrificans",80.5363201661017,0.656460839361848,2.96372551323282,0.22149852826478,0.824704282417868,0.882057817645969
"Malassezia vespertilionis",42.9815577957392,0.637578995389753,2.91501027921714,0.218722726274908,0.826866044587887,0.882254200684683
"Vanrija pseudolonga",335.275632002762,0.260951567435759,1.2139222418757,0.214965636540729,0.829794110299059,0.883265329817137
"Tigrvirus phiE094",186.63509099478,0.445235922028249,2.13857789670204,0.208192520232655,0.835078648628665,0.886773993543773
"Candidatus Contubernalis alkaliaceticus",16.1663026334417,0.475510233189887,2.65279761358564,0.179248590527479,0.857742511787172,0.908677340278097
"Cryptomonas paramaecium",5.56512858989421,-0.505038346237626,3.01004117024684,-0.16778453106547,0.86675279239461,0.916046790066341
"Vibrio parahaemolyticus",180.704327962889,0.285802952518132,1.76226248709011,0.162179558727404,0.871164456461501,0.91853273660007
"Malassezia japonica",110.732221061426,-0.369067873392098,2.35187520783271,-0.156924938943593,0.875304004922996,0.920720722159566
"Agromyces soli",3.56202788075378,0.426335321900674,3.01378417741737,0.141461795803181,0.887505139020928,0.927678353433339
"Bigelowiella natans",5.91585242798302,-0.423586751183422,3.00853777283033,-0.140794892126259,0.888031978362591,0.927678353433339
"Acetobacter vaccinii",39.6342558645856,0.316538087240175,2.29066099061605,0.138186352558021,0.890093140699342,0.927678353433339
"Trichoderma asperellum",112.237882367634,-0.287516779477412,2.08341676323921,-0.13800252765097,0.890238419886702,0.927678353433339
"Thalassospira indica",4.9481034990761,-0.371574556905429,3.01148818971209,-0.123385692885933,0.901801685924893,0.93753741706877
"Actinomyces capricornis",24.39005555695,0.322313965446106,2.67463118994366,0.120507816800303,0.90408088786108,0.937721106944283
"Cyanidioschyzon merolae",137.173783140159,0.141890735567634,1.23859941600518,0.114557405513132,0.908795942838595,0.940424571939706
"Thermothelomyces thermophilus",71.4202025724501,0.234723054704101,2.09826046266822,0.111865547142617,0.910930014491808,0.940450894591079
"Zavarzinia sp. CC-PAN008",154.398367668699,0.135399743717436,1.30164781642423,0.10402179607184,0.917152051637007,0.944687794526802
"Aerophototrophica crusticola",3.76987724206938,0.29077193170693,3.01541684989137,0.0964284363262762,0.923180308429213,0.948706031242924
"Streptomyces sp. BB1-1-1",3.95816509464827,0.257485334495328,3.01438079454404,0.0854189805619019,0.931928304003338,0.955494307093077
"Brettanomyces nanus",4.54613372579286,-0.222475060739562,3.01245913412077,-0.0738516443989854,0.941128432897765,0.962647276980074
"Desulfococcus multivorans",84.6949388039821,0.132942081822418,1.86660664218278,0.0712212625938998,0.943221659283167,0.962647276980074
"Podospora pseudocomata",9.39723894180221,0.141361342991464,3.00012563914706,0.0471184743555117,0.962418803283642,0.979997228914393
"[Enterobacter] lignolyticus",2.01763144845583,-0.0836242983328971,3.03150547106906,-0.0275850725426555,0.977993087521136,0.99358751032899
"Theileria orientalis",64.8002860907984,0.0338779438366298,1.92245284231989,0.0176222496026213,0.985940206815875,0.997425920902648
"Azospirillum brasilense",5.22081393701451,-0.0507055689524321,3.00938651719616,-0.016849138076047,0.986556968934049,0.997425920902648
"Thermothielavioides terrestris",742.653482595472,0.018601447362689,1.35267932459548,0.0137515573901832,0.989028190477079,0.997425920902648
"Sordaria macrospora",79.1828105553286,0.0161593225408251,1.61350763096679,0.0100150270322197,0.992009298134112,0.997425920902648
"Psilocybe cubensis",23.1926210678763,0.0257159122695773,2.91166813599462,0.00883202036374684,0.992953158925506,0.997425920902648
"Spironucleus salmonicida",1.85656885977643,0.0113315562120352,3.03376008356215,0.00373515238513191,0.997019786509332,0.999260280411601
"Streptomyces sp. NBC_01614",300.607097681881,6.30203587679777e-05,2.95277734949085,2.13427398374092e-05,0.9999829709574,0.9999829709574
